0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0.000592691,0
0,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0.00193666,0
0,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0.00357283,0
0,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0.00522336,0
0,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0.00672509,0
